1.000000000000000000e+00,0.000000000000000000e+00
9.979396987030689781e-01,1.256627545039334590e-02
9.917685396302173828e-01,2.498109482700270473e-02
9.815157067369235655e-01,3.709406841398438931e-02
9.672296718963261375e-01,4.875693261473307283e-02
9.489779437817930097e-01,5.982459655883066302e-02
9.268467182200939014e-01,7.015616907458323281e-02
9.009404319199053601e-01,7.961595966298860849e-02
8.713812220062838731e-01,8.807444726247029565e-02
8.383082943040889301e-01,9.540921078390780796e-02
8.018772038092519816e-01,1.015058156212858137e-01
7.622590512634885851e-01,1.062586506033683098e-01
7.196396002029088468e-01,1.095717101446727765e-01
6.742183192814376058e-01,1.113593166779756755e-01
6.262073550736184657e-01,1.115467788037486085e-01
5.758304409360194276e-01,1.100709809722579119e-01
5.233217478499644360e-01,1.068809009193530252e-01
4.689246834788137197e-01,1.019380515048744912e-01
4.128906459487647895e-01,9.521684405064621826e-02
3.554777391016345489e-01,8.670487074058350063e-02
2.969494561699853596e-01,7.640310412584447319e-02
2.375733389881671542e-01,6.432601227039207170e-02
1.776196199764832340e-01,5.050158857395575795e-02
1.173598542190825433e-01,3.497129581727722453e-02
5.706554899888273413e-02,1.778992448573456925e-02
-2.993201845346943942e-03,-9.746340609994915295e-04
-6.254907141366708445e-02,-2.124169849667954454e-02
-1.213388338449938181e-01,-4.291819093366001925e-02
-1.791046718958611284e-01,-6.589911075077306557e-02
-2.355954510305345584e-01,-9.006808628575188602e-02
-2.905679532528159248e-01,-1.152980013648515351e-01
-3.437880641449724828e-01,-1.414516931901021179e-01
-3.950319068503009290e-01,-1.683827176720179286e-01
-4.440869170413693778e-01,-1.959361778851205493e-01
-4.907528532541973187e-01,-2.239496109377176192e-01
-5.348427373376133387e-01,-2.522539281882776319e-01
-5.761837201646757833e-01,-2.806744034105806973e-01
-6.146178681770450014e-01,-3.090317032105276973e-01
-6.500028667812115524e-01,-3.371429537308651692e-01
-6.822126370849026511e-01,-3.648228374476859548e-01
-7.111378629501737825e-01,-3.918847136657964692e-01
-7.366864258438875490e-01,-4.181417561600996313e-01
-7.587837454835894002e-01,-4.434081012879763084e-01
-7.773730248043188018e-01,-4.674999998140433322e-01
-7.924153983066454243e-01,-4.902369656441424306e-01
-8.038899833851657073e-01,-5.114429146602930132e-01
-8.117938347767983398e-01,-5.309472868827065373e-01
-8.161418028064334473e-01,-5.485861452586741072e-01
-8.169662966407772453e-01,-5.642032444908287037e-01
-8.143169542865938970e-01,-5.776510634683735823e-01
-8.082602215840254400e-01,-5.887917950535226375e-01
-7.988788429463790086e-01,-5.974982872006229240e-01
-7.862712670818817751e-01,-6.036549296459409186e-01
-7.705509713977412023e-01,-6.071584807005021567e-01
-7.518457092297667899e-01,-6.079188290049843957e-01
-7.302966844593788975e-01,-6.058596854627057438e-01
-7.060576584716742321e-01,-6.009192009521709954e-01
-6.792939947712007820e-01,-5.930505058323178869e-01
-6.501816469041700186e-01,-5.822221676891877751e-01
-6.189060956351872811e-01,-5.684185642298011931e-01
-5.856612415915571912e-01,-5.516401687049401481e-01
-5.506482598173682019e-01,-5.319037457346472708e-01
-5.140744228716469522e-01,-5.092424559157628927e-01
-4.761518992588501531e-01,-4.837058681068322485e-01
-4.370965340950261901e-01,-4.553598788093385918e-01
-3.971266189885465092e-01,-4.242865385924456390e-01
-3.564616581499797654e-01,-3.905837860382476712e-01
-3.153211377413770444e-01,-3.543650902129504288e-01
-2.739233054309785365e-01,-3.157590031933607544e-01
-2.324839670355229315e-01,-2.749086246946189638e-01
-1.912153070094201879e-01,-2.319709813512439989e-01
-1.503247393788759156e-01,-1.871163236964523413e-01
-1.100137955205287982e-01,-1.405273443614453166e-01
-7.047705494955562588e-02,-9.239832147427858022e-02
-3.190112501286090224e-02,-4.293419167434008726e-02
5.536324919477855419e-03,7.650442429110143605e-03
4.166746950512998510e-02,5.913236513985866555e-02
7.633516882654961533e-02,1.112808553271831119e-01
1.093937406282957797e-01,1.638588429491723009e-01
