0.0, 0.89032
0.1, 0.88595
0.2, 0.90893
0.3, 0.89617
0.4, 0.88249
0.5, 0.93128
0.6, 0.90789
0.7, 0.89127
0.8, 0.91535
0.9, 0.88963
1.0, 0.91705
1.1, 0.90822
1.2, 0.90679
1.3, 0.92139
1.4, 0.93153
1.5, 0.92920
1.6, 0.88697
1.7, 0.93273
1.8, 0.89975
1.9, 0.91007
2.0, 0.92042
2.1, 0.92878
2.2, 0.89770
2.3, 0.90095
2.4, 0.89379
2.5, 0.90495
2.6, 0.93632
2.7, 0.93843
2.8, 0.90979
2.9, 0.91794
3.0, 0.88410
3.1, 0.90615
3.2, 0.92936
3.3, 0.95733
3.4, 0.90379
3.5, 0.91519
3.6, 0.93442
3.7, 0.89360
3.8, 0.93641
3.9, 0.92663
4.0, 0.91407
4.1, 0.91227
4.2, 0.90630
4.3, 0.96462
4.4, 0.91597
4.5, 0.93835
4.6, 0.94502
4.7, 0.88431
4.8, 0.93952
4.9, 0.90409
5.0, 0.91460
5.1, 0.93987
5.2, 0.92040
5.3, 0.91019
5.4, 0.92412
5.5, 0.89239
5.6, 0.93383
5.7, 0.90074
5.8, 0.93457
5.9, 0.92140
6.0, 0.91852
6.1, 0.93043
6.2, 0.91792
6.3, 0.93125
6.4, 0.98781
6.5, 0.96575
6.6, 0.92897
6.7, 0.92469
6.8, 0.92564
6.9, 0.93225
7.0, 0.91901
7.1, 0.92822
7.2, 0.93270
7.3, 0.92199
7.4, 0.91640
7.5, 0.95754
7.6, 0.90615
7.7, 0.93441
7.8, 0.90705
7.9, 0.95750
8.0, 0.93211
8.1, 0.98759
8.2, 0.94383
8.3, 0.95472
8.4, 0.94308
8.5, 0.93911
8.6, 0.95292
8.7, 0.95292
8.8, 0.97200
8.9, 0.93693
9.0, 0.93273
9.1, 0.98784
9.2, 0.91613
9.3, 0.96640
9.4, 0.94594
9.5, 0.93525
9.6, 0.97022
9.7, 0.91494
9.8, 0.96033
9.9, 0.95739
10.0, 0.95347
10.1, 0.94582
10.2, 0.94893
10.3, 0.97727
10.4, 0.94811
10.5, 0.96320
10.6, 0.94147
10.7, 0.98665
10.8, 0.92517
10.9, 0.92860
11.0, 0.94777
11.1, 0.95972
11.2, 0.90711
11.3, 0.96421
11.4, 0.93029
11.5, 0.92596
11.6, 0.93757
11.7, 0.94876
11.8, 0.94584
11.9, 0.96594
12.0, 0.95918
12.1, 0.96204
12.2, 0.96049
12.3, 0.96160
12.4, 0.95539
12.5, 0.96147
12.6, 0.94655
12.7, 0.95957
12.8, 0.98295
12.9, 0.93404
13.0, 0.94621
13.1, 0.98107
13.2, 0.94544
13.3, 0.94025
13.4, 0.95408
13.5, 0.94890
13.6, 0.97281
13.7, 0.92719
13.8, 0.97346
13.9, 0.94536
14.0, 0.93997
14.1, 0.96014
14.2, 0.95840
14.3, 0.91859
14.4, 0.96770
14.5, 0.95450
14.6, 0.96324
14.7, 0.93622
14.8, 0.95757
14.9, 0.95656
15.0, 0.95622
15.1, 0.98490
15.2, 0.96719
15.3, 0.94508
15.4, 0.96334
15.5, 0.95974
15.6, 0.97319
15.7, 0.93567
15.8, 0.97324
15.9, 0.93493
16.0, 0.96317
16.1, 0.96699
16.2, 0.95277
16.3, 0.98185
16.4, 0.97390
16.5, 0.95262
16.6, 0.93766
16.7, 0.94418
16.8, 0.93082
16.9, 0.97614
17.0, 0.98945
17.1, 0.95222
17.2, 0.94129
17.3, 0.96022
17.4, 0.96146
17.5, 0.96615
17.6, 0.95200
17.7, 0.97352
17.8, 0.98147
17.9, 0.96621
18.0, 0.94385
18.1, 0.97623
18.2, 0.98901
18.3, 0.93401
18.4, 0.94173
18.5, 0.94782
18.6, 0.95549
18.7, 0.96775
18.8, 0.98895
18.9, 0.95882
19.0, 0.94434
19.1, 0.97994
19.2, 0.97389
19.3, 0.96609
19.4, 0.95441
19.5, 0.95330
19.6, 0.95673
19.7, 0.95616
19.8, 0.93362
19.9, 0.98352
20.0, 0.97840
20.1, 0.96749
20.2, 0.95320
20.3, 0.96952
20.4, 0.97549
20.5, 0.92794
20.6, 0.95374
20.7, 0.97643
20.8, 0.98144
20.9, 0.95411
21.0, 0.97074
21.1, 0.96745
21.2, 0.97944
21.3, 0.98788
21.4, 0.92168
21.5, 0.98297
21.6, 0.95839
21.7, 0.97818
21.8, 0.93735
21.9, 0.97238
22.0, 0.94812
22.1, 0.97017
22.2, 0.96150
22.3, 0.93233
22.4, 0.96526
22.5, 0.95083
22.6, 0.91965
22.7, 0.96461
22.8, 0.98066
22.9, 0.95534
23.0, 0.96052
23.1, 0.99094
23.2, 0.97261
23.3, 0.96791
23.4, 0.96021
23.5, 0.97950
23.6, 0.95138
23.7, 0.94223
23.8, 0.96363
23.9, 0.96717
24.0, 0.94721
24.1, 0.98059
24.2, 0.98804
24.3, 0.95095
24.4, 0.94528
24.5, 0.94809
24.6, 0.98418
24.7, 0.93170
24.8, 0.95295
24.9, 0.96251
25.0, 0.93925
25.1, 0.94558
25.2, 0.96718
25.3, 0.91576
25.4, 0.95694
25.5, 0.92965
25.6, 0.95966
25.7, 0.94557
25.8, 0.92186
25.9, 0.92019
26.0, 0.96929
26.1, 0.95821
26.2, 0.94486
26.3, 0.95215
26.4, 0.95959
26.5, 0.96535
26.6, 0.94363
26.7, 0.91945
26.8, 0.93927
26.9, 0.95700
27.0, 0.94811
27.1, 0.94496
27.2, 0.95142
27.3, 0.95915
27.4, 0.95535
27.5, 0.96549
27.6, 0.92638
27.7, 0.97573
27.8, 0.93962
27.9, 0.92734
28.0, 0.93195
28.1, 0.94936
28.2, 0.96361
28.3, 0.91825
28.4, 0.94757
28.5, 0.94321
28.6, 0.98077
28.7, 0.91662
28.8, 0.94878
28.9, 0.95512
29.0, 0.92028
29.1, 0.95553
29.2, 0.93641
29.3, 0.93839
29.4, 0.93540
29.5, 0.93137
29.6, 0.94966
29.7, 0.93331
29.8, 0.96112
29.9, 0.93707
30.0, 0.95240
30.1, 0.90735
30.2, 0.94969
30.3, 0.94703
30.4, 0.94512
30.5, 0.93842
30.6, 0.96424
30.7, 0.92463
30.8, 0.92257
30.9, 0.93615
31.0, 0.95082
31.1, 0.93607
31.2, 0.93635
31.3, 0.93661
31.4, 0.94597
31.5, 0.92090
31.6, 0.92372
31.7, 0.93893
31.8, 0.93726
31.9, 0.91603
32.0, 0.91456
32.1, 0.93576
32.2, 0.91793
32.3, 0.94331
32.4, 0.89763
32.5, 0.91664
32.6, 0.94107
32.7, 0.93245
32.8, 0.89227
32.9, 0.89106
33.0, 0.91212
33.1, 0.92065
33.2, 0.93464
33.3, 0.93071
33.4, 0.92987
33.5, 0.88965
33.6, 0.91692
33.7, 0.91128
33.8, 0.93842
33.9, 0.89809
34.0, 0.91331
34.1, 0.90379
34.2, 0.90394
34.3, 0.90919
34.4, 0.90175
34.5, 0.91086
34.6, 0.94056
34.7, 0.92917
34.8, 0.88898
34.9, 0.87744
35.0, 0.92367
35.1, 0.89703
35.2, 0.88095
35.3, 0.88696
35.4, 0.91465
35.5, 0.89573
35.6, 0.92482
35.7, 0.89206
