1.000000000000000056e-01,0.000000000000000000e+00
1.010691128597731581e-01,6.390767910998854801e-03
1.017412365976931299e-01,1.291818486514720310e-02
1.020033940288060104e-01,1.955834114152856310e-02
1.018439972421765621e-01,2.628624205555360471e-02
1.012529317913059140e-01,3.307588514475221647e-02
1.002216368518744627e-01,3.990034356018289791e-02
9.874318090711052542e-02,4.673185547208588003e-02
9.681233252861312644e-02,5.354191926825974113e-02
9.442562582999404486e-02,6.030139429365419246e-02
9.158142018226007874e-02,6.698060684997327041e-02
8.827995379343114846e-02,7.354946114480534480e-02
8.452339077048373617e-02,7.997755485107355122e-02
8.031586129930337603e-02,8.623429890956678390e-02
7.566349459790439047e-02,9.228904118010242130e-02
7.057444431969786547e-02,9.811119352062347421e-02
6.505890610701921262e-02,1.036703618483783979e-01
5.912912702041452778e-02,1.089364787134070589e-01
5.279940659627287147e-02,1.138799378919905514e-01
4.608608931421082078e-02,1.184717304866479554e-01
3.900754828608984925e-02,1.226835819998034066e-01
3.158416001059126399e-02,1.264880898305285051e-01
2.383827007079102750e-02,1.298588606279034718e-01
1.579414968706852052e-02,1.327706469206526574e-01
7.477943073834129699e-03,1.351994824309017407e-01
-1.082394414147602041e-03,1.371228154702826274e-01
-9.857167321755724507e-03,1.385196398092686521e-01
-1.881502025656388299e-02,1.393706224056487641e-01
-2.792302707175533388e-02,1.396582273755291037e-01
-3.714678892520255349e-02,1.393668355902508982e-01
-4.645054103007095758e-02,1.384828592852068996e-01
-5.579726787109035718e-02,1.369948510717714507e-01
-6.514882661931771513e-02,1.348936067514871495e-01
-7.446607843695915441e-02,1.321722613422995352e-01
-8.370902732280273428e-02,1.288263777400346366e-01
-9.283696610821411122e-02,1.248540274544783779e-01
-1.018086291736508553e-01,1.202558628783503003e-01
-1.105823514164295251e-01,1.150351805691564311e-01
-1.191162329622353494e-01,1.091979750483354078e-01
-1.273683090757615766e-01,1.027529826492478426e-01
-1.352967246901085052e-01,9.571171497535586881e-02
-1.428599129403340662e-01,8.808848156233893556e-02
-1.500167770540120626e-01,7.990040137282902744e-02
-1.567268749210077583e-01,7.116740278983385570e-02
-1.629506056360928989e-01,6.191221181466349810e-02
-1.686493972816678344e-01,5.216032821717430518e-02
-1.737858951939109664e-01,4.193998943027424375e-02
-1.783241499342872460e-01,3.128212202676620285e-02
-1.822298041696819582e-01,2.022028066460241150e-02
-1.854702776486268634e-01,8.790574436317847087e-03
-1.880149494482940276e-01,-2.968419390344525718e-03
-1.898353366572796963e-01,-1.501575420100095641e-02
-1.909052686528043552e-01,-2.730822533898592808e-02
-1.912010561279288978e-01,-3.980049373733041129e-02
-1.907016540248303027e-01,-5.244522167464398671e-02
